,Unnamed: 0,시군구법정동번지코드,시군구법정동번코드_x,시군구법정동코드_x,본번,부번,사용량_KWH,시도명,시군구명,법정동명,새주소대로로코드,새주소대로로명,새주소본번,새주소부번,시군구법정동번코드_y,시군구법정동코드_y,번,지,주소,분류,기업,이름,비고,임차여부,전력사용량
0,70261,114401270015860,11440127001586,1144012700,1586,0,4585680,서울특별시,마포구,상암동,114404139555.0,월드컵북로60길,24.0,0.0,11440127001586,1144012700,1586,0,"서울 특별시 마포구 월드컵북로 60길 24,서울특별시 마포구 상암동 1586",민간,"삼성SDS,KINX,에퀴닉스(리츠) (SL1 서울 Equinix International Business Exchange™(IBX®)",삼성SDS 상암IT센터,-,-,
1,113507,11680101006753,1168010100675,1168010100,675,3,251708,서울특별시,강남구,역삼동,116803005086.0,언주로,517.0,0.0,1168010100675,1168010100,675,3,서울특별시 강남구 언주로 517 (역삼동 675-3),통신,KT,KT 강남IDC,-,-,
2,121099,116501080017101,11650108001710,1165010800,1710,1,6824442,서울특별시,서초구,서초동,116504163300.0,법원로1길,6.0,0.0,11650108001710,1165010800,1710,1,서울특별시 서초구 법원로 1길 6 (서울특별시 서초구 서초동 1710-1),통신,"SK브로드밴드,다우기술(제2센터),코레일관광개발(주) (공공)",서초센터,-,-,
3,119844,116501080014231,11650108001423,1165010800,1423,1,2380558,서울특별시,서초구,서초동,116502000003.0,남부순환로,2481.0,0.0,11650108001423,1165010800,1423,1,서울특별시 서초구 남부순환로 2481(서초동 1423-1),통신,LG U+,LG U+서초 1센터,-,-,
4,84255,11470102009244,1147010200924,1147010200,924,4,16459032,서울특별시,양천구,목동,114703114001.0,목동동로,233.0,5.0,1147010200924,1147010200,924,4,서울시 양천구 목동동로 233-5 (목동 924-4),통신,"KT,AWS, 메리츠금융그룹",KT 목동IDC 1,-,-,
5,87262,114401270016000,11440127001600,1144012700,1600,0,5113296,서울특별시,마포구,상암동,114403113019.0,월드컵북로,416.0,0.0,11440127001600,1144012700,1600,0,서울특별시 마포구 월드컵북로 416(상암동 1600),통신,LG U+,LG U+상암센터,-,-,
6,79855,115301020019712,1153010200197,1153010200,197,12,1456319,서울특별시,구로구,구로동,115304148335.0,디지털로31길,61.0,0.0,1153010200197,1153010200,197,12,서울 구로구 디지털로 31길 61,민간,알리바바,알리바바,-,-,
7,79855,115301020019712,1153010200197,1153010200,197,12,1456319,서울특별시,구로구,구로동,115304148335.0,디지털로31길,61.0,0.0,1153010200197,1153010200,197,12,서울특별시 구로구 디지털로 31길 61 KT IDC 남구로,통신,KT,KT 남구로 IDC,-,-,
8,78575,114401270015850,11440127001585,1144012700,1585,0,2933712,서울특별시,마포구,상암동,114404139555.0,월드컵북로60길,17.0,0.0,11440127001585,1144012700,1585,0,서울시 마포구 월드컵북로 60길 17,금융,우리금융,우리금융 데이터센터,-,-,
9,81844,114401270015970,11440127001597,1144012700,1597,0,527076,서울특별시,마포구,상암동,114404139549.0,월드컵북로54길,17.0,0.0,11440127001597,1144012700,1597,0,서울 마포구 월드컵북로54길 17 사보이시티 오피스동 4층,공공,한국주택금융공사,한국주택금융공사 상암IT센터,-,-,
10,81278,11440109001689,1144010900168,1144010900,168,9,1111920,서울특별시,마포구,염리동,114403113005.0,독막로,311.0,0.0,1144010900168,1144010900,168,9,서울특별시 마포구 독막로 311 재화스퀘어,민간,다우기술,다우IDC 제 1센터(마포),-,-,
11,92764,11545101004599,1154510100459,1154510100,459,9,15198048,서울특별시,금천구,가산동,115453117001.0,가산디지털1로,189.0,0.0,1154510100459,1154510100,459,9,서울특별시 금천구 가산디지털1로 189 (가산동 459-9),통신,"LG U+, LG CNS,KINX",LG U+가산센터,-,-,
12,101454,11545101005332,1154510100533,1154510100,533,2,2569260,서울특별시,금천구,가산동,115453117002.0,가산디지털2로,179.0,0.0,1154510100533,1154510100,533,2,서울특별시 구로구 가산동 533-2,민간,롯데정보통신,롯데정보통신 제1센터,-,-,
13,110613,116501080014211,11650108001421,1165010800,1421,1,1600320,서울특별시,서초구,서초동,116504163077.0,남부순환로337가길,40.0,0.0,11650108001421,1165010800,1421,1,서울 서초구 남부순환로337가길 40(서초동1421-1),통신,LG U+,LG U+서초 2센터,-,-,
14,132246,11680118004676,1168011800467,1168011800,467,6,1680193,서울특별시,강남구,도곡동,116804166604.0,언주로30길,13.0,0.0,1168011800467,1168011800,467,6,서울특별시 강남구 언주로 30길 13 대림아크로텔 5층,민간,KINX (인터넷 인프라 기업),IDC 도곡 1센터,"KINX는 호스트웨이, LG CNS등의 기업을 임차하여 사용 중",-,
15,135005,11680108002611,1168010800261,1168010800,261,1,5904154,서울특별시,강남구,논현동,116803005086.0,언주로,616.0,0.0,1168010800261,1168010800,261,1,서울특별시 강남구 언주로 616 (논현동),통신,LG U+,LG U+논현센터,-,-,
16,9122,111701170012,11170117001,1117011700,1,2,4006380,서울특별시,용산구,원효로3가,111704106245.0,원효로41길,33.0,0.0,11170117001,1117011700,1,2,서울 용산구 원효로41길 33 KT국제전화국,통신,KT,KT 용산 IDC,-,-,
